account_id,user_id,account_type,balance,kyc_verified,account_age_days
A2447,U1653,current,79743,0,600
A2448,U1654,current,62217,1,727
A2449,U1655,current,52898,0,452
A2450,U1656,savings,305022,1,906
A2451,U1656,savings,354918,0,906
A2452,U1657,current,289708,0,1403
A2453,U1657,savings,290455,0,1403
A2454,U1658,savings,66727,1,1763
A2455,U1658,savings,33644,0,1763
A2456,U1659,current,113701,1,321
A2457,U1659,current,224942,1,321
A2458,U1660,current,116177,1,583
A2459,U1661,savings,146165,1,831
A2460,U1662,savings,186985,0,1990
A2461,U1662,current,262260,0,1990
A2462,U1663,savings,271602,0,674
A2463,U1663,savings,154479,1,674
A2464,U1664,current,229714,0,1903
A2465,U1664,current,142169,1,1903
A2466,U1665,current,121115,0,96
A2467,U1665,savings,333152,0,96
A2468,U1666,current,34167,1,374
A2469,U1666,savings,52546,0,374
A2470,U1667,savings,74942,0,1677
A2471,U1668,current,119283,1,1137
A2472,U1669,savings,51812,0,1257
A2473,U1669,savings,54576,0,1257
A2474,U1670,current,79396,1,641
A2475,U1671,savings,67741,0,1235
A2476,U1671,current,100447,0,1235
A2477,U1672,current,110873,1,1284
A2478,U1673,current,98424,0,963
A2479,U1674,current,455738,0,1317
A2480,U1675,savings,268638,1,153
A2481,U1675,current,91141,1,153
A2482,U1676,current,79011,0,1071
A2483,U1677,savings,35101,1,1218
A2484,U1678,savings,595093,0,291
A2485,U1679,savings,114598,1,377
A2486,U1679,savings,228381,1,377
A2487,U1680,current,37438,1,619
A2488,U1681,savings,31450,1,1601
A2489,U1682,current,34021,1,1584
A2490,U1683,savings,17577,0,1679
A2491,U1684,savings,167522,1,799
A2492,U1684,current,80259,1,799
A2493,U1685,current,31030,0,1967
A2494,U1685,current,41439,1,1967
A2495,U1686,current,354241,1,1010
A2496,U1687,current,274920,0,1027
A2497,U1687,current,407802,0,1027
A2498,U1688,current,523023,1,234
A2499,U1689,current,13902,0,1105
A2500,U1690,current,74224,1,1631
A2501,U1691,savings,148853,1,799
A2502,U1692,savings,34474,0,417
A2503,U1692,current,29920,1,417
A2504,U1693,current,537625,0,1213
A2505,U1693,savings,99034,1,1213
A2506,U1694,current,373051,0,807
A2507,U1694,savings,398430,0,807
A2508,U1695,savings,231787,0,912
A2509,U1695,savings,636449,1,912
A2510,U1696,savings,34502,1,1775
A2511,U1696,savings,49421,0,1775
A2512,U1697,savings,312299,0,245
A2513,U1697,savings,180123,0,245
A2514,U1698,current,541810,1,208
A2515,U1698,savings,268783,0,208
A2516,U1699,savings,369743,0,913
A2517,U1700,current,321058,1,1025
A2518,U1701,savings,653550,1,906
A2519,U1701,savings,176111,0,906
A2520,U1702,savings,195126,0,173
A2521,U1703,savings,61395,0,88
A2522,U1704,current,486661,1,448
A2523,U1705,current,10853,0,1763
A2524,U1706,current,106281,0,971
A2525,U1707,current,7707,1,948
A2526,U1708,savings,38130,0,1021
A2527,U1709,savings,37513,0,1282
A2528,U1710,savings,19951,0,865
A2529,U1710,current,21403,0,865
A2530,U1711,savings,26654,1,1574
A2531,U1711,savings,81310,0,1574
A2532,U1712,savings,328924,0,414
A2533,U1712,current,286553,1,414
A2534,U1713,savings,4531,0,647
A2535,U1714,savings,101274,0,1126
A2536,U1715,savings,18447,0,343
A2537,U1716,savings,24034,1,1784
A2538,U1716,current,59500,0,1784
A2539,U1717,savings,501779,1,85
A2540,U1718,current,281103,1,291
A2541,U1718,savings,280863,1,291
A2542,U1719,current,815427,1,211
A2543,U1720,savings,71590,1,380
A2544,U1721,current,53710,1,1230
A2545,U1721,savings,65719,0,1230
A2546,U1722,current,186302,0,1110
A2547,U1722,current,50818,0,1110
A2548,U1723,savings,60120,1,1967
A2549,U1724,current,512883,0,1000
A2550,U1725,current,65727,0,1259
A2551,U1726,savings,30853,0,579
A2552,U1726,current,49956,0,579
A2553,U1727,current,114305,1,1345
A2554,U1728,savings,34582,0,1624
A2555,U1729,current,56794,1,809
A2556,U1730,current,20135,1,1238
A2557,U1730,current,16521,0,1238
A2558,U1731,current,386416,1,1341
A2559,U1731,savings,326560,1,1341
A2560,U1732,savings,122669,0,1630
A2561,U1732,savings,169041,0,1630
A2562,U1733,current,18630,1,1083
A2563,U1733,savings,20672,0,1083
A2564,U1734,current,128140,0,450
A2565,U1734,current,462533,0,450
A2566,U1735,savings,13952,0,1596
A2567,U1735,savings,15345,1,1596
A2568,U1736,savings,204267,1,1159
A2569,U1736,current,129361,0,1159
A2570,U1737,savings,155766,0,820
A2571,U1738,current,131176,0,1467
A2572,U1738,savings,487000,1,1467
A2573,U1739,current,150591,1,59
A2574,U1740,current,278570,1,1853
A2575,U1740,savings,176974,0,1853
A2576,U1741,savings,10567,1,110
A2577,U1742,savings,230436,1,61
A2578,U1743,current,33006,1,979
A2579,U1743,current,41206,1,979
A2580,U1744,savings,77293,0,1637
A2581,U1745,current,15720,0,360
A2582,U1746,savings,303728,0,1558
A2583,U1747,savings,44056,0,1067
A2584,U1748,current,95245,1,574
A2585,U1748,savings,84636,0,574
A2586,U1749,savings,275959,0,1032
A2587,U1750,savings,518499,1,1126
A2588,U1750,current,365607,0,1126
A2589,U1751,savings,72232,1,747
A2590,U1752,current,382853,0,1953
A2591,U1753,current,447451,0,297
A2592,U1753,current,480990,1,297
A2593,U1754,current,84175,0,576
A2594,U1755,savings,331520,1,1723
A2595,U1756,current,74354,0,1900
A2596,U1756,savings,171566,1,1900
A2597,U1757,current,17413,0,507
A2598,U1758,savings,543422,0,1837
A2599,U1759,savings,28652,0,1674
A2600,U1760,current,91433,1,1185
A2601,U1761,savings,29122,1,315
A2602,U1761,savings,59927,1,315
A2603,U1762,savings,348547,0,70
A2604,U1763,current,288877,0,1396
A2605,U1764,current,50142,1,1944
A2606,U1765,current,159848,1,1758
A2607,U1765,current,294270,0,1758
A2608,U1766,current,462757,1,420
A2609,U1767,savings,201135,1,1421
A2610,U1768,savings,91378,0,178
A2611,U1769,savings,52473,1,391
A2612,U1770,savings,276932,0,391
A2613,U1771,current,123576,1,1961
A2614,U1771,current,252892,1,1961
A2615,U1772,current,105379,1,1061
A2616,U1772,savings,304918,1,1061
A2617,U1773,current,256156,0,327
A2618,U1773,current,467853,0,327
A2619,U1774,current,168372,0,1717
A2620,U1775,savings,14009,0,106
A2621,U1775,savings,7311,0,106
A2622,U1776,current,393773,1,503
A2623,U1777,current,148819,0,1600
A2624,U1778,savings,77523,1,165
A2625,U1779,savings,36987,0,1842
A2626,U1779,savings,31563,0,1842
A2627,U1780,current,28339,1,1998
A2628,U1780,savings,80804,1,1998
A2629,U1781,savings,711070,0,1085
A2630,U1782,current,123641,0,1225
A2631,U1782,current,120124,1,1225
A2632,U1783,savings,353519,0,819
A2633,U1783,current,289334,1,819
A2634,U1784,savings,379132,0,364
A2635,U1784,savings,159314,0,364
A2636,U1785,savings,113369,1,1179
A2637,U1786,savings,335517,1,1909
A2638,U1787,savings,22810,1,1934
A2639,U1787,savings,11935,1,1934
A2640,U1788,current,148344,1,1635
A2641,U1788,current,70599,1,1635
A2642,U1789,savings,55845,1,1845
A2643,U1789,current,45887,1,1845
A2644,U1790,current,21573,1,757
A2645,U1790,current,44884,0,757
A2646,U1791,current,10734,0,741
A2647,U1791,current,24779,0,741
A2648,U1792,current,32845,0,84
A2649,U1792,current,9430,0,84
A2650,U1793,savings,336787,1,1602
A2651,U1793,savings,378461,0,1602
A2652,U1794,current,21518,0,1192
A2653,U1795,current,409623,1,1892
A2654,U1796,current,141922,0,992
A2655,U1796,current,419457,1,992
A2656,U1797,savings,253953,1,219
A2657,U1797,current,342179,1,219
A2658,U1798,savings,10878,1,1321
A2659,U1798,savings,6168,1,1321
A2660,U1799,savings,332585,0,618
A2661,U1799,current,226968,1,618
A2662,U1800,savings,62447,1,1641
A2663,U1800,savings,69602,0,1641
A2664,U1801,savings,11479,0,289
A2665,U1802,current,142971,1,589
A2666,U1802,savings,167783,1,589
A2667,U1803,savings,17886,1,61
A2668,U1803,savings,19296,1,61
A2669,U1804,current,55933,0,154
A2670,U1805,savings,73219,1,695
A2671,U1806,savings,224328,1,122
A2672,U1806,current,65642,0,122
A2673,U1807,savings,94932,1,169
A2674,U1807,savings,80025,1,169
A2675,U1808,savings,162294,1,1194
A2676,U1809,current,126252,0,425
A2677,U1810,savings,41410,1,1264
A2678,U1810,current,72712,0,1264
A2679,U1811,current,41674,1,1251
A2680,U1811,current,39322,1,1251
A2681,U1812,current,15301,0,703
A2682,U1812,savings,11120,0,703
A2683,U1813,current,47862,0,890
A2684,U1814,savings,662652,0,1275
A2685,U1815,savings,23067,1,1080
A2686,U1816,savings,138159,1,968
A2687,U1817,current,50740,1,1735
A2688,U1817,savings,38193,1,1735
A2689,U1818,current,14231,0,881
A2690,U1819,savings,25047,1,1172
A2691,U1819,current,47258,1,1172
A2692,U1820,current,410010,0,1699
A2693,U1821,savings,54265,1,979
A2694,U1821,savings,55525,0,979
A2695,U1822,current,91035,1,479
A2696,U1822,current,69193,1,479
A2697,U1823,savings,158091,1,1901
A2698,U1824,current,33140,0,1388
A2699,U1824,current,12601,1,1388
A2700,U1825,current,24879,1,604
A2701,U1825,current,11486,0,604
A2702,U1826,current,236930,1,568
A2703,U1827,savings,39696,1,1654
A2704,U1827,current,16103,0,1654
A2705,U1828,savings,42186,1,218
A2706,U1828,savings,48772,0,218
A2707,U1829,current,275025,0,301
A2708,U1829,current,161392,1,301
A2709,U1830,savings,197538,1,926
A2710,U1831,current,269650,0,1029
A2711,U1831,current,458868,0,1029
A2712,U1832,current,149722,0,699
A2713,U1833,current,3921,1,1193
A2714,U1833,current,12183,1,1193
A2715,U1834,savings,183775,1,195
A2716,U1834,savings,171966,1,195
A2717,U1835,current,60859,1,1364
A2718,U1836,savings,50757,1,740
A2719,U1836,current,237619,0,740
A2720,U1837,current,35451,0,1198
A2721,U1838,savings,25775,0,59
A2722,U1838,savings,42945,1,59
A2723,U1839,savings,34032,1,1468
A2724,U1839,savings,35630,0,1468
A2725,U1840,savings,399698,0,1098
A2726,U1841,savings,235311,0,827
A2727,U1842,current,275951,1,747
A2728,U1842,current,310922,1,747
A2729,U1843,current,46917,0,417
A2730,U1843,current,66802,0,417
A2731,U1844,savings,432681,0,737
A2732,U1845,savings,358664,0,797
A2733,U1845,savings,322331,1,797
A2734,U1846,current,25523,1,405
A2735,U1846,current,8311,0,405
A2736,U1847,current,433020,1,1433
A2737,U1848,current,48071,1,1102
A2738,U1848,current,247096,0,1102
A2739,U1849,current,162980,1,665
A2740,U1850,savings,44484,1,432
A2741,U1850,current,23804,1,432
A2742,U1851,savings,286898,0,344
A2743,U1851,current,220380,0,344
A2744,U1852,savings,257178,1,311
A2745,U1852,current,311683,1,311
A2746,U1853,current,131694,1,1911
A2747,U1853,savings,78710,1,1911
A2748,U1854,savings,44382,0,1915
A2749,U1854,savings,72676,1,1915
A2750,U1855,savings,491556,1,1217
A2751,U1855,savings,211539,0,1217
A2752,U1856,current,28110,0,647
A2753,U1856,current,50472,0,647
A2754,U1857,savings,22080,1,869
A2755,U1857,savings,49778,1,869
A2756,U1858,current,34831,1,1125
A2757,U1859,savings,18795,1,30
A2758,U1859,current,47094,1,30
A2759,U1860,savings,18404,1,691
A2760,U1860,current,18559,0,691
A2761,U1861,savings,191300,0,1629
A2762,U1861,savings,49051,1,1629
A2763,U1862,current,462657,1,534
A2764,U1863,current,23427,0,771
A2765,U1864,current,180774,0,727
A2766,U1865,current,9535,0,1001
A2767,U1865,current,24913,1,1001
A2768,U1866,current,545472,0,40
A2769,U1867,savings,237582,1,1330
A2770,U1868,current,451090,0,1579
A2771,U1868,savings,369447,1,1579
A2772,U1869,current,23341,1,1946
A2773,U1870,savings,178743,0,511
A2774,U1870,current,205424,0,511
A2775,U1871,savings,578240,0,696
A2776,U1871,current,665844,1,696
A2777,U1872,savings,14378,0,1469
A2778,U1872,savings,36412,0,1469
A2779,U1873,current,10826,0,137
A2780,U1874,savings,84251,0,263
A2781,U1875,savings,489655,0,312
A2782,U1875,current,254378,1,312
A2783,U1876,current,132900,0,509
A2784,U1876,savings,121224,0,509
A2785,U1877,savings,140523,1,706
A2786,U1877,savings,32519,1,706
A2787,U1878,current,76950,1,182
A2788,U1879,current,30796,0,1916
A2789,U1879,current,44309,0,1916
A2790,U1880,savings,30086,1,1057
A2791,U1880,savings,89702,0,1057
A2792,U1881,savings,590926,0,1723
A2793,U1881,savings,370682,0,1723
A2794,U1882,savings,64070,0,1594
A2795,U1882,savings,59528,0,1594
A2796,U1883,current,59582,0,1174
A2797,U1884,current,160345,1,1469
A2798,U1885,savings,130796,1,48
A2799,U1885,current,363512,0,48
A2800,U1886,savings,26444,0,545
A2801,U1886,savings,14142,0,545
A2802,U1887,current,248809,1,64
A2803,U1887,savings,192091,0,64
A2804,U1888,current,506728,0,1145
A2805,U1888,current,497449,1,1145
A2806,U1889,current,283927,1,106
A2807,U1890,current,33204,1,953
A2808,U1890,savings,15945,0,953
A2809,U1891,savings,313198,0,1630
A2810,U1891,savings,251991,1,1630
A2811,U1892,current,71065,1,982
A2812,U1892,current,444026,1,982
A2813,U1893,current,76272,0,975
A2814,U1893,current,84507,0,975
A2815,U1894,current,100030,1,1094
A2816,U1895,savings,163976,0,1872
A2817,U1896,current,19597,1,1749
A2818,U1896,savings,44305,1,1749
A2819,U1897,current,39682,1,348
A2820,U1897,savings,31917,0,348
A2821,U1898,savings,320445,1,437
A2822,U1898,current,233374,0,437
A2823,U1899,current,109538,0,1148
A2824,U1900,current,276520,1,1089
A2825,U1901,savings,417803,0,180
A2826,U1901,current,114659,1,180
A2827,U1902,current,26141,1,40
A2828,U1903,savings,87077,0,1915
A2829,U1903,savings,58500,1,1915
A2830,U1904,current,53604,0,1095
A2831,U1905,savings,106248,0,574
A2832,U1905,savings,402650,1,574
A2833,U1906,savings,84170,0,1508
A2834,U1906,savings,171316,0,1508
A2835,U1907,savings,118203,0,142
A2836,U1907,savings,149220,1,142
A2837,U1908,current,221931,0,956
A2838,U1909,savings,38981,0,1711
A2839,U1910,current,116980,0,565
A2840,U1911,savings,11740,1,1053
A2841,U1911,savings,34295,1,1053
A2842,U1912,savings,24855,1,1180
A2843,U1913,savings,60770,0,960
A2844,U1914,savings,58565,1,1880
A2845,U1914,savings,50248,1,1880
A2846,U1915,savings,231160,0,1747
A2847,U1915,current,452962,0,1747
A2848,U1916,current,307513,1,1305
A2849,U1917,current,13470,1,666
A2850,U1918,current,7630,0,1371
A2851,U1918,current,7847,0,1371
A2852,U1919,savings,136356,1,1545
A2853,U1919,current,590835,1,1545
A2854,U1920,savings,9676,1,1219
A2855,U1920,savings,49885,0,1219
A2856,U1921,savings,575829,0,625
A2857,U1922,current,26383,0,1362
A2858,U1922,current,18083,1,1362
A2859,U1923,savings,58435,0,1553
A2860,U1924,savings,250622,1,1480
A2861,U1925,current,161946,1,486
A2862,U1926,current,467189,0,1292
A2863,U1926,savings,542486,0,1292
A2864,U1927,savings,386220,1,857
A2865,U1927,current,635157,1,857
A2866,U1928,current,54868,1,1114
A2867,U1929,current,266011,0,354
A2868,U1930,savings,88004,1,583
A2869,U1931,current,217513,0,1132
A2870,U1931,savings,31096,0,1132
A2871,U1932,savings,370592,0,1472
A2872,U1932,current,204136,0,1472
A2873,U1933,savings,134025,0,1028
A2874,U1933,current,494728,1,1028
A2875,U1934,savings,45266,0,738
A2876,U1935,savings,109658,0,1988
A2877,U1935,current,116848,0,1988
A2878,U1936,savings,57132,0,236
A2879,U1937,savings,94482,0,802
A2880,U1937,current,431022,0,802
A2881,U1938,current,6529,0,550
A2882,U1939,current,698875,0,552
A2883,U1940,current,10511,0,1762
A2884,U1941,savings,13960,0,1463
A2885,U1942,current,324063,0,295
A2886,U1943,current,517191,0,1961
A2887,U1943,savings,359650,1,1961
A2888,U1944,current,521030,1,410
A2889,U1944,savings,269719,0,410
A2890,U1945,savings,63302,1,939
A2891,U1946,current,268197,1,817
A2892,U1946,savings,242461,1,817
A2893,U1947,current,11398,0,1553
A2894,U1947,current,11418,1,1553
A2895,U1948,savings,8392,1,1329
A2896,U1949,current,291974,1,1826
A2897,U1950,savings,87775,1,38
A2898,U1950,savings,97338,1,38
A2899,U1951,savings,373288,1,77
A2900,U1951,current,604579,1,77
A2901,U1952,savings,11793,0,980
A2902,U1953,current,194247,1,328
A2903,U1954,savings,181569,1,1971
A2904,U1954,savings,414313,1,1971
A2905,U1955,current,322301,1,787
A2906,U1956,current,10108,1,703
A2907,U1957,current,6351,0,507
A2908,U1957,current,55531,1,507
A2909,U1958,savings,18091,1,806
A2910,U1959,current,5929,1,414
A2911,U1959,savings,6070,1,414
A2912,U1960,savings,14819,1,1980
A2913,U1961,current,37857,0,224
A2914,U1961,savings,21549,0,224
A2915,U1962,savings,504362,0,1167
A2916,U1963,savings,480922,1,1835
A2917,U1964,current,555211,1,1968
A2918,U1964,current,155224,1,1968
A2919,U1965,savings,251067,1,1891
A2920,U1966,savings,12110,1,1045
A2921,U1966,current,36740,0,1045
A2922,U1967,current,62505,0,58
A2923,U1967,current,89711,1,58
A2924,U1968,savings,114261,0,128
A2925,U1969,savings,104360,1,1754
A2926,U1970,current,192708,0,101
A2927,U1971,savings,433843,1,1090
A2928,U1971,current,207849,1,1090
A2929,U1972,current,37590,1,1243
A2930,U1973,current,255133,1,1443
A2931,U1973,savings,381139,1,1443
A2932,U1974,savings,128067,0,1696
A2933,U1975,savings,257083,1,449
A2934,U1976,current,274336,1,617
A2935,U1977,savings,51414,1,909
A2936,U1977,savings,182983,1,909
A2937,U1978,savings,274063,1,1316
A2938,U1979,current,295069,0,247
A2939,U1980,savings,266347,1,392
A2940,U1980,savings,383017,0,392
A2941,U1981,savings,154885,0,1441
A2942,U1981,current,153253,0,1441
A2943,U1982,savings,17738,0,677
A2944,U1983,current,550005,1,1495
A2945,U1983,current,549697,1,1495
A2946,U1984,savings,453706,1,846
A2947,U1985,current,384325,1,545
A2948,U1985,savings,249723,0,545
A2949,U1986,current,161828,1,638
A2950,U1987,current,305374,1,622
A2951,U1988,savings,84493,0,814
A2952,U1988,savings,65159,1,814
A2953,U1989,current,185682,0,1260
A2954,U1990,current,888890,0,186
A2955,U1991,savings,121027,1,1941
A2956,U1991,savings,31312,1,1941
A2957,U1992,savings,475520,0,254
A2958,U1993,current,226659,1,1526
A2959,U1994,savings,15012,0,1828
A2960,U1994,current,34001,1,1828
A2961,U1995,current,149025,0,506
A2962,U1995,current,438680,1,506
A2963,U1996,savings,108116,1,1083
A2964,U1996,current,215579,0,1083
A2965,U1997,current,125902,0,244
A2966,U1998,savings,290278,0,491
A2967,U1998,savings,301050,1,491
A2968,U1999,savings,281003,0,1509
A2969,U2000,savings,407249,1,1124
A2970,U2001,current,388875,1,1362
A2971,U2002,current,533498,1,270
A2972,U2003,current,28293,1,1901
A2973,U2003,current,16440,1,1901
A2974,U2004,current,64559,0,802
A2975,U2004,current,55176,1,802
A2976,U2005,savings,48089,0,1171
A2977,U2006,savings,247103,0,1356
A2978,U2006,current,233619,1,1356
A2979,U2007,current,98023,1,1946
A2980,U2008,savings,24052,0,1249
A2981,U2009,savings,26976,0,1693
A2982,U2010,savings,84734,1,1173
A2983,U2010,savings,33683,1,1173
A2984,U2011,current,46927,1,1814
A2985,U2012,current,4931,1,1882
A2986,U2013,current,13684,0,1535
A2987,U2014,savings,149131,1,1616
A2988,U2014,current,114271,1,1616
A2989,U2015,current,190967,0,403
A2990,U2015,current,92133,1,403
A2991,U2016,current,16389,0,1748
A2992,U2016,current,57801,0,1748
A2993,U2017,savings,161970,1,1222
A2994,U2018,savings,169141,0,665
A2995,U2018,savings,57874,0,665
A2996,U2019,current,72342,0,702
A2997,U2019,savings,168157,1,702
